_id,_time_c,_time_u,location,date,type,competition,face,distance,distance_units,maxshotsinserie,maxseries,bowsetup_id,arrowset_id,sightadviceaccept_shot_id,meteo_weather,meteo_wind,meteo_winddir,notes,unrecorded_volume,unrecorded_score,time_prep,time_shoot,time_warn,forced_end,archived,_aid
584,1668610413,1668764496,Gloria sport arena,1668556800,1,0,0,5.0,0,1,144,7,1,,1.0,1.0,,inschieten,144,,,,,,0,r1iJvHbkTs7K
585,1668610523,1668764501,Gloria Sports Arena,1668556800,1,0,0,70.0,0,1,12,7,1,,1.0,1.0,,,12,,,,,,0,r1iJvHbkTs7K
586,1668694919,1668764505,Gloria Sports Arena,1668643200,1,0,10,70.0,0,1,225,7,1,,1.0,,,"voelde goed, beetje aan drukpunt gevezen (+1toer)",225,,,,,,0,r1iJvHbkTs7K
587,1668694946,1668764509,Gloria Sports Arena,1668643200,3,0,0,5.0,0,1,75,7,1,,6.0,,,kortbij volume,75,,,,,,0,r1iJvHbkTs7K
588,1668753914,1668795232,Gloria Sports Arena,1668729600,1,0,0,70.0,0,1,22,7,1,,2.0,,,opwarmen,22,,,,,,0,r1iJvHbkTs7K
589,1668754872,1668764518,Gloria Sports Arena,1668729600,1,0,10,70.0,0,1,22,7,1,,1.0,,,,121,,,,,,0,r1iJvHbkTs7K
591,1668771900,1669032918,Gloria Sports Arena,1668729600,1,0,10,70.0,0,6,6,7,1,,1.0,3.0,,"eerste test blauwe boog en terwijl letten op techniekpunten (0punt)

- hoofd goed zetten van in begin zn rest mer armen
- direct en zichtbaar ankeren, kort, pees mag niet bewegen rest doorwerken 1mm op klicker
- 50 50 balance voor achter

met oudere gele dunne cth tab",,,,,,,0,r1iJvHbkTs7K
592,1668775704,1668778722,Gloria Sports Arena,1668729600,1,0,10,70.0,0,1,23,7,1,,4.0,,,,78,,,,,,0,r1iJvHbkTs7K
593,1668836071,1668836071,Gloria Sports Arena,1668816000,3,0,0,5.0,0,1,24,7,1,,6.0,,,warmup,24,,,,,,0,r1iJvHbkTs7K
594,1668836097,1668842701,Gloria Sports Arena,1668816000,3,0,22,65.0,0,1,11,7,1,,6.0,,,op kleinder geel,198,,,,,,0,r1iJvHbkTs7K
595,1668857464,1668857464,Gloria Sports Arena,1668816000,3,0,0,5.0,0,1,33,7,1,,6.0,,,warmup 2,33,,,,,,0,r1iJvHbkTs7K
596,1668857485,1668863733,Gloria Sports Arena,1668816000,3,0,22,65.0,0,1,22,7,1,,6.0,,,,160,,,,,,0,r1iJvHbkTs7K
597,1668927899,1669032898,Gloria Sports Arena,1668902400,1,0,10,70.0,0,9,4,7,1,,4.0,2.0,,met oudere gele dunne cth tab,,,,,,,0,r1iJvHbkTs7K
598,1668930150,1669032893,Gloria Sports Arena,1668902400,1,0,10,70.0,0,9,4,7,1,,2.0,1.0,,met oudere gele dunne cth tab,,,,,,,0,r1iJvHbkTs7K
600,1668932848,1669032889,Gloria Sports Arena,1668902400,1,0,10,70.0,0,9,8,7,1,,2.0,2.0,,"wisselvallig af en toe wat regen, voorlaatste ronde begon ik wat te schuiven in grip en daardoor rechts en lage 7 en 8en

met oudere gele dunne cth tab",,,,,,,0,r1iJvHbkTs7K
601,1668936046,1668936046,Gloria Sports Arena,1668902400,1,0,10,70.0,0,1,33,7,1,,3.0,,,opwarmen,33,,,,,,0,r1iJvHbkTs7K
602,1669018767,1669034920,Gloria Sports Arena,1668988800,1,0,10,70.0,0,1,60,7,1,,2.0,,,met nieuwe groene cth tab fietsband,180,,,,,,0,r1iJvHbkTs7K
603,1669032835,1669032835,Gloria Sports Arena,1668988800,1,0,10,70.0,0,9,4,8,1,,3.0,,,met groene cth tab fietsband,,,,,,,0,r1iJvHbkTs7K
604,1669095007,1669116236,Gloria Sports Arena,1669075200,1,0,13,50.0,0,1,30,8,1,,6.0,,,groene cth tab fietsband,162,,,,,,0,r1iJvHbkTs7K
605,1669116224,1669117626,Gloria Sports Arena,1669075200,1,0,10,70.0,0,1,22,8,1,,1.0,4.0,,groene cth fietsband,55,,,,,,0,r1iJvHbkTs7K
606,1669121953,1669124247,Gloria Sports Arena,1669075200,1,0,10,70.0,0,1,33,8,1,,1.0,4.0,,met groene cth fietsband,33,,,,,,0,r1iJvHbkTs7K
607,1669122436,1669124230,Gloria Sports Arena,1669075200,1,0,10,70.0,0,9,4,8,1,,2.0,4.0,,"groene cth tab fietsband

kale pijl zit er mopenteel boven dus nokpunt kan nog anagepast worden

minder goed gevoel van schieten ook tijdens plotten, op het laatste pas terug gelet op hoofd eerst goed zetten maar dan kwam het wel naar binnen maar vizier stond blijkbaar niet meer ideaal",,,,,,,0,r1iJvHbkTs7K
608,1669124531,1669124531,Gloria Sports Arena,1669075200,1,0,10,70.0,0,9,4,8,1,,3.0,3.0,,"groene cth tab fietsband

letten op techiek en hoofd goed zetten + druk naar voor (wat bij vorige plot minder was)",,,,,,,0,r1iJvHbkTs7K
609,1669186201,1669189034,Gloria Sports Arena,1669161600,1,0,0,5.0,0,1,11,7,1,,2.0,,,warmup,55,,,,,,0,r1iJvHbkTs7K
610,1669189056,1669189056,Gloria Sports Arena,1669161600,1,0,0,70.0,0,1,22,7,1,,1.0,,,warmup 70m,22,,,,,,0,r1iJvHbkTs7K
611,1669189078,1669194615,Gloria Sports Arena,1669161600,1,0,10,70.0,0,1,11,7,1,,1.0,,,groene CTH tab fietsband,62,,,,,,0,r1iJvHbkTs7K
612,1669191872,1669200715,Gloria Sports Arena,1669161600,1,0,10,70.0,0,9,4,7,1,,1.0,4.0,4.0,groene cth tab fietsband,,,,,,,0,r1iJvHbkTs7K
613,1669200694,1669206584,Gloria Sports Arena,1669161600,1,0,10,70.0,0,1,10,7,1,,2.0,,,,130,,,,,,0,r1iJvHbkTs7K
614,1669268451,1669270462,Gloria Sports Arena,1669248000,3,0,0,5.0,0,1,22,8,1,,6.0,,,groene cth tab fietsband,66,,,,,,0,r1iJvHbkTs7K
615,1669270494,1669273962,Gloria Sports Arena,1669248000,1,0,13,70.0,0,1,11,8,1,,6.0,,,groene cth tab fietsband,110,,,,,,0,r1iJvHbkTs7K
616,1669287143,1669287528,Gloria Sports Arena,1669248000,3,0,0,5.0,0,1,20,8,1,,6.0,,,,30,,,,,,0,r1iJvHbkTs7K
617,1669288486,1669292065,Gloria Sports Arena,1669248000,1,0,10,70.0,0,1,20,8,1,,6.0,,,Groene CTH tab fietsband,100,,,,,,0,r1iJvHbkTs7K
618,1669358647,1669358675,Gloria Sports Arena,1669334400,1,0,0,70.0,0,1,20,7,1,,2.0,,,warmup,22,,,,,,0,r1iJvHbkTs7K
619,1669358666,1669365050,Gloria Sports Arena,1669334400,1,0,10,70.0,0,1,11,7,1,,2.0,,,groene cth tab fietsband,110,,,,,,0,r1iJvHbkTs7K
620,1669363189,1669363189,Gloria Sports Arena,1669334400,1,0,10,70.0,0,9,4,7,1,,1.0,,,,,,,,,,0,r1iJvHbkTs7K
621,1669444254,1669463119,Gloria Sports Arena,1669420800,1,0,0,5.0,0,1,22,7,1,,,,,"warmup lichtjes alignment aangepast want zat er wat rechts naast

slecht geslapen",33,,,,,,0,r1iJvHbkTs7K
622,1669445139,1669463133,Gloria Sports Arena,1669420800,1,0,10,70.0,0,1,11,7,1,,1.0,4.0,,"Groene CTH tab fietsband

alignment lichtjes aangepast want had het idee dat die verlopen was, begin van de week eerste afstelling lag er goed op maar nu recht en beetje rechts af

slecht geslapen ging niet goed en veel wind",99,,,,,,0,r1iJvHbkTs7K
623,1669463075,1669469022,Gloria Sports Arena,1669420800,1,0,10,70.0,0,1,11,7,1,,1.0,,,"slecht geslapn, fevoel veel fout te doen door niet erbij te zijn",132,,,,,,0,r1iJvHbkTs7K
624,1669469403,1669471735,Gloria Sports Arena,1669420800,1,0,10,70.0,0,9,4,7,1,,2.0,2.0,,"drukpunt aangepast -2T
en hierdoor vizier midden door

Groene CTH tab fietsband

niet goed geslapen, mentaal wat moe",,,,,,1.0,0,r1iJvHbkTs7K
625,1669717222,1669717222,Herentals,1669680000,1,0,0,5.0,0,1,36,7,1,,3.0,,,opwarmen,36,,,,,,0,r1iJvHbkTs7K
626,1669717235,1669717235,Herentals,1669680000,1,0,10,70.0,0,1,36,7,1,,3.0,,,,36,,,,,,0,r1iJvHbkTs7K
627,1669881130,1670067428,KJSS Rumst,1669766400,3,0,25,18.0,0,1,216,7,1,,6.0,,,"lichtjes pees terug naar binnen gelegd want lag wat rechts op de lijntjes beiter blocks

centershot is noet mee aangepast mss moet dit nog gebeuren

druk staat weer als 0punt dus 2 toeren weer bij want vond het niet perse beter. vizier staat dan wel weer terug iets buiten (volgens sjef allemaal ok)",216,,,,,,0,r1iJvHbkTs7K
628,1669927429,1669927429,KJSS Rumst,1669852800,3,0,25,18.0,0,1,196,7,1,,6.0,,,beetje minder gevoel,196,,,,,,0,r1iJvHbkTs7K
629,1670061603,1670067476,Herentals,1670025600,3,0,25,18.0,0,1,12,7,1,,3.0,,,"cth tab geel

precies minder gevoel maar soms toch nog goede groep/score middenste spot is wel groter dan andere. af en toe hoge uitschieters wat vreemd was terwijl alles normaal voelde",90,,,,,,0,r1iJvHbkTs7K
630,1670063733,1670067355,Herentals,1670025600,3,0,25,18.0,0,3,10,7,1,,3.0,,,"met CTH tab geel

oefening is binnen 10 zitten zonder rand te raken - 6 dus 286",,,,,,,0,r1iJvHbkTs7K
631,1670248314,1673213127,terhagen,1670112000,3,1,25,18.0,0,3,0,7,1,,,,,Proefpijlen,9,,,,,,0,r1iJvHbkTs7K
632,1670248314,1673213123,terhagen,1670112000,3,1,25,18.0,0,3,10,7,1,,6.0,,,hier en daar kleine steek laten vallen door niet krachtig genoeg af te werken naar het midden en een paar 9s,,295.0,,,,,0,r1iJvHbkTs7K
633,1670248314,1673213119,terhagen,1670112000,3,1,25,18.0,0,3,10,7,1,,6.0,,,redelijk veel 9s in de eerste helft,,290.0,,,,,0,r1iJvHbkTs7K
634,1670248454,1670248470,terhagen,1670112000,3,1,25,18.0,0,1,36,7,1,,,,,"finales

alle matchen redelijk sterk en goed doorgekomen. halve tegen Elian wel even wat meer stress want ging in begin gelijk op een paar keer maar uiteindelijk 7-3 en tegen Ben ook iets alerter maar vlot doorgekomen",36,,,,,,0,r1iJvHbkTs7K
635,1670319050,1670323444,Herentals,1670284800,1,0,10,70.0,0,6,6,7,1,,,,,"- 2 hoogste en 2 laagste vallen af uit 10p

zwarte CTH TAB voelde in het begin redelijk stijf en stroef aan omdat die al een tijdje niet meer gebruikt was en eerste ronde was een heel erg opengroep maar na vizier afstellen en voor echt begonnen de groepen te verkleinen misschien focus?

opm: opgevallen peeshoogte 22.8 vkp lijkt dus ook goed te zijn

voelde zeer goed vandaag de twee beste waren altijd goede xen en de twee slechtste waren meestal negens af en toe een acht dus eigenlijk vlot over 340


blauwe staat nu echt goed dus opschrijven artemis
kale paar keer weg geschoten en zit er midden bij in de groep in 10",,,,,,,0,r1iJvHbkTs7K
636,1670323375,1670333361,Herentals,1670284800,1,0,10,70.0,0,1,54,7,1,,3.0,,,"eerste ronde beetje grote groep (eig enkel in 1ste gang bij opwarmen) en dan bij scoremoment begon het direct beter te gaan. vloog er vlot in met goede losse voorhand met druk voorin constant 

veel 10en zelfs paar gangen
97-98-99/100",119,,,,,,0,r1iJvHbkTs7K
637,1670519582,1670522269,Beiter,1670457600,1,0,10,70.0,0,1,60,7,1,,6.0,,,"zwarte CTH tab

ging goed qua score, veel 10en maar ook goed gevoel in schot, goed sterk in lijn 

voelde goed ondanks moe en honger",126,,,,,,0,r1iJvHbkTs7K
638,1670576405,1670624154,Beiter,1670544000,1,0,10,70.0,0,1,22,7,1,,6.0,,,opwarmen,374,,,,,,0,r1iJvHbkTs7K
639,1670576426,1670935697,Beiter,1670544000,1,0,10,70.0,0,6,6,7,1,,6.0,,,nog inzetten alles in beiter is met zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
640,1670579390,1670579390,Beiter,1670544000,1,0,10,70.0,0,6,6,7,1,,6.0,,,,,,,,,,0,r1iJvHbkTs7K
641,1670581559,1670581559,Beiter,1670544000,1,0,10,70.0,0,6,6,7,1,,6.0,,,,,,,,,,0,r1iJvHbkTs7K
642,1670592196,1670592196,Beiter,1670544000,1,0,10,70.0,0,9,4,7,7,,6.0,,,rode overnocks,,,,,,,0,r1iJvHbkTs7K
643,1670593951,1670593951,Beiter,1670544000,1,0,10,70.0,0,9,4,7,7,,6.0,,,racing red overnocks,,,,,,,0,r1iJvHbkTs7K
644,1670660960,1670703795,Beiter,1670630400,1,0,10,70.0,0,1,22,7,7,,6.0,,,"day 2 
2 ends of warmup
buffer",297,,,,,,0,r1iJvHbkTs7K
645,1670661781,1670662719,Beiter,1670630400,1,0,10,70.0,0,6,6,7,7,,6.0,,,lage 8 was ankering denk ik niet goed ( hoofd) maar voelde niet heel speciaal bij schieten,,,,,,,0,r1iJvHbkTs7K
646,1670664742,1670664742,Beiter,1670630400,1,0,10,70.0,0,6,6,7,7,,6.0,,,,,,,,,,0,r1iJvHbkTs7K
647,1670668582,1670668582,Beiter,1670630400,1,0,10,70.0,0,6,6,7,7,,6.0,,,,,,,,,,0,r1iJvHbkTs7K
648,1670677944,1670679510,Beiter,1670630400,1,0,10,70.0,0,6,6,7,7,,6.0,,,eerste kaartje na middag eten en beetje slaperig (slecht geslapen),,,,,,,0,r1iJvHbkTs7K
649,1670924256,1670924256,Herentals,1670889600,1,0,0,5.0,0,1,33,7,7,,6.0,,,,33,,,,,,0,r1iJvHbkTs7K
650,1670924274,1670938469,Herentals,1670889600,1,0,10,70.0,0,1,11,7,7,,3.0,,,"superkoud vriezen

ging wel iets stroever met kou en gekke is, kale pijl zit hier wel midden net boven de groep.

ging nog wel redelijk. iets meer moeite met draai te vinden maar kan aan 2d niet schieten liggen. eens ik het terug had begonnhet wel lekker aan te voelen en te gaan. 99/100 met kale recht erboven in de 6 

gele CTH tab",166,,,,,,0,r1iJvHbkTs7K
651,1670928005,1671118850,Herentals,1670889600,1,0,10,70.0,0,9,4,7,7,,3.0,,,"superkoud -4 graden

zwarte CTH tab",,,,,,,0,r1iJvHbkTs7K
652,1671046164,1671054360,KJSS Rumst,1670976000,3,0,25,18.0,0,1,33,7,7,,6.0,,,"zwarte CTH tab

voelde zeer goed aan",144,,,,,,0,r1iJvHbkTs7K
653,1671046187,1671047538,KJSS Rumst,1670976000,3,0,25,18.0,0,3,10,7,7,,6.0,,,net na 10km lopen,,,,,,,0,r1iJvHbkTs7K
654,1671048588,1671049655,KJSS Rumst,1670976000,3,0,25,18.0,0,3,10,7,7,,6.0,,,"2e kaartje, 10km gelopen",,,,,,,0,r1iJvHbkTs7K
655,1671126930,1671144193,KJSS Rumst,1671062400,3,0,25,18.0,0,1,27,7,7,,6.0,,,"Zwarte CTH tab


ging wel goed maar werd veel gestoord",202,,,,,,0,r1iJvHbkTs7K
656,1671275369,1671282535,KJSS Rumst,1671235200,3,0,25,18.0,0,1,44,7,7,,6.0,,,"zwarte cth tab

niet zon goed gevoel vandaag

afgeleid door pakket regelen",242,,,,,,0,r1iJvHbkTs7K
657,1671282602,1673213110,Leopoldsburg,1671148800,3,1,25,18.0,0,3,0,7,7,,,,,Proefpijlen,9,,,,,,0,r1iJvHbkTs7K
658,1671282602,1673213106,Leopoldsburg,1671148800,3,1,25,18.0,0,3,10,7,7,,6.0,,,zwarte CTH tab,,296.0,,,,,0,r1iJvHbkTs7K
659,1671282602,1673213102,Leopoldsburg,1671148800,3,1,25,18.0,0,3,10,7,7,,6.0,,,zwarte CTH tab,,292.0,,,,,0,r1iJvHbkTs7K
660,1671282983,1671464615,KJSS Rumst,1671235200,3,0,0,5.0,0,1,11,7,7,,6.0,,,uitschieten,58,,,,,,0,r1iJvHbkTs7K
661,1671464611,1671471731,Topsporthal gent,1671408000,3,0,0,18.0,0,1,11,7,7,,6.0,,,gevoel was wat raar duurde ook even voor ik het goede gevoel vast had en terug goed begon te schieten,77,,,,,,0,r1iJvHbkTs7K
662,1671471720,1671473644,Topsporthal gent,1671408000,13,0,26,25.0,0,1,100,7,7,,6.0,,,,177,,,,,,0,r1iJvHbkTs7K
663,1671532102,1671544119,Herentals,1671494400,3,0,0,18.0,0,1,11,7,7,,6.0,,,,300,,,,,,0,r1iJvHbkTs7K
664,1671647801,1671649855,KJSS Rumst,1671580800,3,0,0,18.0,0,1,22,7,7,,6.0,,,"gele CTH tab 

net na lopen, weer savonds pas kunnen lopen, stijf in benen en ook wat in armen van gisteren Kineworks

wel beter schiet gevoel vandaag.

letten op:
- borst niet mee omhoog
- ankering VAST!
- losse voorhand",110,,,,,,0,r1iJvHbkTs7K
665,1671649776,1671654126,KJSS Rumst,1671580800,3,0,25,18.0,0,1,0,7,7,,6.0,,,"gele CTH tab

letten op:
- borst niet mee omhoog
- ankering VAST!
- losse voorhand


afgesloten met s/o tegen random nummer generator 9-11, tegenstander had 11 (x) mijn pijl zat op de x",100,,,,,,0,r1iJvHbkTs7K
666,1671740841,1671740848,KJSS Rumst,1671667200,3,0,25,18.0,0,1,145,7,7,,6.0,,,"ging terug iets beter, wel zeer stijf van dinsdag. 

s/o's tegen random nummer generator waren meestal gewonnen of gelijk. goede schoten zaten er wel in, af en toe wat los bij gezicht. pas tegen het einde kwam het gevoel van ankeren, stevig lossen langs kaak en ontspannen voorhand op goede timing er pas in.

gele CTH tab",175,,,,,,0,r1iJvHbkTs7K
667,1671873449,1671882378,Herentals,1671840000,1,0,10,70.0,0,1,11,7,7,,3.0,,,"zwaar gefrustreerd aan training begonnen, veel te veel kopzorgen,... 

maar uiteindelijk na 2 gangen vrij slecht gevoel wel teruggevonden en schieten hielp gedachte te verzetten. nadien had ik het weet en voor eerst in lange tijd nog eens goed schietgevoel en scoring op training

gele CTH tab",122,,,,,,0,r1iJvHbkTs7K
668,1671876965,1671881021,Herentals,1671840000,1,0,10,70.0,0,6,6,7,7,,3.0,,,"zwaar gefrustreerd aan training begonnen, veel te veel kopzorgen,... 

maar uiteindelijk na 2 gangen vrij slecht gevoel wel teruggevonden en schieten hielp gedachte te verzetten. nadien had ik het weet en voor eerst in lange tijd nog eens goed schietgevoel en scoring op training

wel het gevoel dat het op 70m beter gaat dan 18. gevoe en balans zit beter. meer gevoel en automatisch doe ik de handelingen beter dan voorbije trainingen vandaag. voorbije trainingen was het veel zoeken en lukte het niet altijd en voelde het soms raar aan

gele CTH tab",,,,,,,0,r1iJvHbkTs7K
669,1672131097,1672138546,Herentals,1672099200,1,0,10,70.0,0,1,11,7,7,,3.0,,,"zwarte CTH tab

beter, ""koreaans"" gevoel",143,,,,,,0,r1iJvHbkTs7K
670,1672136457,1672136457,Herentals,1672099200,1,0,10,70.0,0,9,4,7,7,,2.0,,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
671,1672142409,1672148991,Herentals,1672099200,1,0,10,70.0,0,1,11,7,7,,3.0,,,zwarte CTH tab,132,,,,,,0,r1iJvHbkTs7K
672,1672143629,1672143629,Herentals,1672099200,1,0,10,70.0,0,9,4,7,7,,3.0,,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
673,1672249882,1672260274,KJSS Rumst,1672185600,1,0,10,70.0,0,1,36,7,7,,6.0,,,zwarte CTH tab,252,,,,,,0,r1iJvHbkTs7K
674,1672340222,1672343105,KJSS Rumst,1672272000,3,0,25,18.0,0,1,120,7,7,,6.0,,,"zwarte CTH tab

...klikkerstand iets naar voren gegaan nu en is beter om niet geforceerd te lossen

nieuwe trencing gelegd en opgevallen dat ponden vijs langs de binnen iets los stond, misschien beetje vergaan want Tiller is van 3 naar 2 gegaan. boven 1/8ste losser (pas op vijs stond heel vast) 

kale zit er nu beter bij, en op hoogte 

nieuwe clicker (beiter) want vorige (richard) voetje schuurde en zat wat los. nu heel goed strak geluid en zachter tijdens mikken

gevoel van sterker schieten zo",168,,,,,,0,r1iJvHbkTs7K
675,1672435490,1672435498,KJSS Rumst,1672358400,3,0,25,18.0,0,1,120,7,7,,6.0,,,"zwarte CTH tab
ging vandaag beter goede verhouding voor achter en ontspannen schieten heel wat Schoten goed uitgevoerd en zaten ook mooi in de 10 veel meer Tienen en kale zat daar ook",162,,,,,,0,r1iJvHbkTs7K
676,1672492794,1672492794,KJSS Rumst,1672444800,3,0,25,18.0,0,1,365,7,7,,6.0,,,"3x 10x12

vanaf 180p begon het echt terug goed en vlot te gaan met mooie balans en goed gevoel. strakke los en gevoel van automatische piloot dat terug wist wat te doen.

Zwarte CTH tab",365,,,,,,0,r1iJvHbkTs7K
677,1672740182,1672750414,KJSS Rumst,1672704000,3,0,25,18.0,0,1,36,7,7,,6.0,,,"voelde direct goed aan, strakke los en simpel

Zwarte CTH tab

bezig met pijlen afstellen bondy sjef hierdoor veel tijd verloren",228,,,,,,0,r1iJvHbkTs7K
678,1672929285,1673120227,KJSS Rumst,1672876800,3,0,25,18.0,0,1,14,7,8,,6.0,,,sjef pijlen c4 voor bondy test,170,,,,,,0,r1iJvHbkTs7K
679,1672931324,1672931324,KJSS Rumst,1672876800,3,0,25,18.0,0,10,3,7,7,,6.0,,,,,,,,,,0,r1iJvHbkTs7K
680,1673120268,1673213083,Bondy,1673049600,3,1,25,18.0,0,3,0,7,8,,,,,Proefpijlen,30,,,,,,0,r1iJvHbkTs7K
681,1673120268,1673213083,Bondy,1673049600,3,1,25,18.0,0,3,10,7,8,,6.0,,,begin wat moeilijk op gang gekomen maar uiteindelijk had ik het wel goed te pakken terug,,292.0,,,,,0,r1iJvHbkTs7K
682,1673120268,1673213083,Bondy,1673049600,3,1,25,18.0,0,3,10,7,8,,6.0,,,"beter, ging vlot en veel 30 enkel laatste ronde voor 296 nog 28 bij geschoten met eerste 2 pijlen 9 :/ 

bovenste spot: ok (binnen 9.3)
middenste spot: zeer goed (binnen 9.8)
onderste spot: slechtste (binnen 9.0)",,294.0,,,,,0,r1iJvHbkTs7K
683,1673178028,1673213083,Bondy,1673049600,3,1,25,18.0,0,1,30,7,8,,6.0,,,"match 1/32 goed 
match 1/16 niet goed, afgeleid in het begin door linkse schutter met brede vbar en door laten doen. afwachten om te schieten, uit ritme, rapper willen schieten dan nodig om voor te zijn en fouten zaten links in 8. 
nadien wanneer hij weg was was er ruimte en ging het beter, 2x 29 terug centraal maar andere schoot 28 29 en met achterstand kon het nietmeer opgehaald worden.",30,,,,,,0,r1iJvHbkTs7K
684,1673272057,1673275749,KJSS Rumst,1673222400,3,0,25,18.0,0,1,36,7,7,,6.0,,,"zwarte CTH tab

losschieten",204,,,,,,0,r1iJvHbkTs7K
685,1673355191,1673355191,Herentals,1673308800,1,0,10,70.0,0,9,4,7,7,,4.0,,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
686,1673369167,1673369167,Herentals,1673308800,1,0,10,70.0,0,1,225,7,7,,4.0,,,"ging terug iets beter 

zwarte CTH tab",225,,,,,,0,r1iJvHbkTs7K
687,1673536425,1673550459,KJSS Rumst,1673481600,3,0,25,18.0,0,1,12,7,7,,6.0,,,"Zwarte CTH tab

focus op shot execution mooi vloeiend en sterke voorarm",202,,,,,,0,r1iJvHbkTs7K
688,1673644601,1673648366,KJSS Rumst,1673568000,3,0,25,18.0,0,1,120,7,7,,6.0,,,"weinig tijd, nadien nog geschoten

zwarte CTH tab

gelet op stappen en ging wel goed, soms iets minder maar was wel goed aan te voelen",156,,,,,,0,r1iJvHbkTs7K
689,1673744498,1673744498,KJSS Rumst,1673654400,3,0,25,18.0,0,1,240,7,7,,6.0,,,"120 120

zwarte CTH tab

ging beter",240,,,,,,0,r1iJvHbkTs7K
690,1674553857,1674555924,Herentals,1674518400,1,0,10,70.0,0,9,4,7,7,,3.0,,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
691,1674555917,1674568235,Herentals,1674518400,1,0,10,70.0,0,1,33,7,7,,3.0,,,zwarte CTH tab,176,,,,,,0,r1iJvHbkTs7K
692,1674564456,1674564456,Herentals,1674518400,1,0,10,70.0,0,9,4,7,7,,3.0,,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
693,1674658990,1674658990,Herentals,1674604800,1,0,10,70.0,0,1,240,7,7,,6.0,,,zwarte CTH tab,240,,,,,,0,r1iJvHbkTs7K
694,1674725835,1674731252,Herentals,1674691200,3,0,25,18.0,0,6,5,7,7,,3.0,,,"buiten en zeer koud

zwarte CTH tab",,,,,,,0,r1iJvHbkTs7K
695,1674731240,1674731240,Herentals,1674691200,3,0,25,18.0,0,1,120,7,7,,3.0,,,"buiten en zeer koud

zwarte CTH tab",120,,,,,,0,r1iJvHbkTs7K
696,1674753093,1674753093,KJSS Rumst,1674691200,3,0,25,18.0,0,1,156,7,7,,6.0,,,zwarte CTH tab,156,,,,,,0,r1iJvHbkTs7K
697,1674831820,1674831820,KJSS Rumst,1674777600,3,0,25,18.0,0,1,165,7,7,,6.0,,,"even terug wat zoeken , uiteindelijk gevonden. losse ontspannen voorhand en vingers in trekhand stevig maar toch los (niet geforceerd) Wachten op klikker en denken aan follow through voor en achter

zwarte CTH tab",165,,,,,,0,r1iJvHbkTs7K
698,1674846319,1674846319,KJSS Rumst,1674777600,3,0,25,18.0,0,6,5,7,7,,6.0,,,,,,,,,,0,r1iJvHbkTs7K
699,1674854364,1674854364,KJSS Rumst,1674777600,3,0,25,18.0,0,1,146,7,7,,6.0,,,"goed letten pivoteren over schouderblad en schuin omhoog

Zwarte CTH tab",146,,,,,,0,r1iJvHbkTs7K
700,1674907602,1674907602,KJSS Rumst,1674864000,3,0,25,18.0,0,1,170,7,7,,6.0,,,"begin wat stroef op gang gekomen maar nadien had ik de juiste flow voor door klikker te gaan wel weer.

zwarte CTH tab",170,,,,,,0,r1iJvHbkTs7K
701,1675157553,1675157553,Herentals,1675123200,1,0,10,70.0,0,9,4,7,7,,3.0,,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
702,1675159016,1675173603,Herentals,1675123200,1,0,10,70.0,0,1,22,7,7,,3.0,,,"zwarte CTH tab

voelde beter vandaag, 70m gaat precies beter af",216,,,,,,0,r1iJvHbkTs7K
703,1675239303,1675766308,ksm,1675209600,3,0,25,18.0,0,1,10,7,7,,6.0,,,zwarte CTH tab,168,,,,,,0,r1iJvHbkTs7K
704,1675241300,1675241300,ksm,1675209600,3,0,25,18.0,0,3,10,7,7,,6.0,,,,,,,,,,0,r1iJvHbkTs7K
705,1675256124,1675256303,Herentals,1674950400,3,1,25,18.0,0,1,120,7,8,,6.0,,,"Zwarte CTH tab

na poules

1/8 tegen maarten goed gewonnen
1/4 tegen jordan goed gewonnen
1/2 tegen ben goed verloren (ben schoot beter)
bronze tegen Arne slecht verloren (beetje kwijt veel links denk uitlijning)",60,,,,,,0,r1iJvHbkTs7K
706,1675256257,1675256257,Herentals,1674950400,3,1,25,18.0,0,3,20,7,7,,6.0,,,zwarte CTH tab,,569.0,,,,,0,r1iJvHbkTs7K
707,1675353066,1675353066,Herentals,1675296000,3,0,25,18.0,0,1,230,7,7,,3.0,,,"Zwarte CTH tab

goed letten op rugspanning voelen",230,,,,,,0,r1iJvHbkTs7K
708,1675459501,1675459501,KJSS Rumst,1675382400,3,0,25,18.0,0,1,200,7,7,,6.0,,,"zwarte CTH tab

getest:
peeshoogte 23.5
tiller terug op 2mm

ging veel beter maar verder testen (wss betere techniek)",200,,,,,,0,r1iJvHbkTs7K
709,1675504157,1675507945,Herentals,1675468800,3,0,25,18.0,0,1,130,7,7,,3.0,,,"Zwarte CTH tab

50 opwarmen

pyramide systeem KOA",142,,,,,,0,r1iJvHbkTs7K
711,1675504232,1675504232,Herentals,1675468800,3,0,25,18.0,0,6,10,7,7,,3.0,,,zwarte CTH tab,,,,,,,0,r1iJvHbkTs7K
